ENSMUST00000070533.5	Xkr4-201	ENSMUSG00000051951
ENSMUST00000194025.2	Fam178b-206	ENSMUSG00000046337
ENSMUST00000194839.6	Fam178b-207	ENSMUSG00000046337
ENSMUST00000114981.3	Fam178b-201	ENSMUSG00000046337
ENSMUST00000081180.7	Cox5b-201	ENSMUSG00000061518
ENSMUST00000193210.6	Cox5b-204	ENSMUSG00000061518
ENSMUST00000195151.6	Cox5b-206	ENSMUSG00000061518
ENSMUST00000043951.10	Actr1b-201	ENSMUSG00000037351
ENSMUST00000159448.8	Actr1b-202	ENSMUSG00000037351
ENSMUST00000160084.2	Actr1b-205	ENSMUSG00000037351
ENSMUST00000192873.3	4933424G06Rik-201	ENSMUSG00000102416
ENSMUST00000208994.2	4933424G06Rik-204	ENSMUSG00000102416
ENSMUST00000027291.7	Zap70-201	ENSMUSG00000026117
ENSMUST00000185871.2	Zap70-202	ENSMUSG00000026117
ENSMUST00000027290.12	Tmem131-201	ENSMUSG00000026116
ENSMUST00000194563.6	Tmem131-208	ENSMUSG00000026116
ENSMUST00000189470.2	Tmem131-205	ENSMUSG00000026116
ENSMUST00000190442.2	Tmem131-206	ENSMUSG00000026116
ENSMUST00000186486.2	Tmem131-203	ENSMUSG00000026116
ENSMUST00000185964.3	Tmem131-202	ENSMUSG00000026116
ENSMUST00000117172.9	Vwa3b-203	ENSMUSG00000050122
ENSMUST00000124404.8	Vwa3b-204	ENSMUSG00000050122
ENSMUST00000067178.14	Vwa3b-202	ENSMUSG00000050122
ENSMUST00000238425.2	Vwa3b-211	ENSMUSG00000050122
ENSMUST00000238500.2	Vwa3b-212	ENSMUSG00000050122
ENSMUST00000162449.7	Vwa3b-205	ENSMUSG00000050122
ENSMUST00000027289.14	Vwa3b-201	ENSMUSG00000050122
ENSMUST00000195450.2	Vwa3b-210	ENSMUSG00000050122
ENSMUST00000169057.3	Vwa3b-206	ENSMUSG00000050122
ENSMUST00000191981.6	Cnga3-202	ENSMUSG00000026114
ENSMUST00000195272.6	Cnga3-204	ENSMUSG00000026114
ENSMUST00000194195.6	Cnga3-203	ENSMUSG00000026114
ENSMUST00000027288.10	Cnga3-201	ENSMUSG00000026114
ENSMUST00000027287.11	Inpp4a-201	ENSMUSG00000026113
ENSMUST00000140264.8	Inpp4a-209	ENSMUSG00000026113
ENSMUST00000132401.8	Inpp4a-205	ENSMUSG00000026113
ENSMUST00000136846.8	Inpp4a-207	ENSMUSG00000026113
ENSMUST00000132615.8	Inpp4a-206	ENSMUSG00000026113
ENSMUST00000193774.6	Inpp4a-213	ENSMUSG00000026113
ENSMUST00000137266.8	Inpp4a-208	ENSMUSG00000026113
ENSMUST00000058307.15	Inpp4a-202	ENSMUSG00000026113
ENSMUST00000114933.9	Inpp4a-203	ENSMUSG00000026113
ENSMUST00000168546.3	Inpp4a-211	ENSMUSG00000026113
ENSMUST00000027286.7	Coa5-201	ENSMUSG00000026112
ENSMUST00000114925.10	Unc50-202	ENSMUSG00000026111
ENSMUST00000027285.13	Unc50-201	ENSMUSG00000026111
ENSMUST00000144617.8	Unc50-205	ENSMUSG00000026111
ENSMUST00000193979.6	Unc50-207	ENSMUSG00000026111
ENSMUST00000118059.3	Unc50-203	ENSMUSG00000026111
ENSMUST00000193713.2	Unc50-206	ENSMUSG00000026111
ENSMUST00000042161.15	Mgat4a-201	ENSMUSG00000026110
ENSMUST00000151952.8	Mgat4a-205	ENSMUSG00000026110
ENSMUST00000154819.8	Mgat4a-206	ENSMUSG00000026110
ENSMUST00000143636.8	Mgat4a-202	ENSMUSG00000026110
ENSMUST00000149791.8	Mgat4a-204	ENSMUSG00000026110
ENSMUST00000148047.2	Mgat4a-203	ENSMUSG00000026110
ENSMUST00000160023.6	Cracdl-201	ENSMUSG00000026090
ENSMUST00000162875.8	Cracdl-203	ENSMUSG00000026090
ENSMUST00000160589.2	Cracdl-202	ENSMUSG00000026090
ENSMUST00000041815.15	Tsga10-201	ENSMUSG00000060771
ENSMUST00000114902.8	Tsga10-203	ENSMUSG00000060771
ENSMUST00000239367.2	Tsga10-209	ENSMUSG00000060771
ENSMUST00000088072.10	Tsga10-202	ENSMUSG00000060771
ENSMUST00000151735.8	Tsga10-206	ENSMUSG00000060771
ENSMUST00000123082.9	Tsga10-204	ENSMUSG00000060771
ENSMUST00000155852.7	Tsga10-207	ENSMUSG00000060771
ENSMUST00000193669.2	Tsga10-208	ENSMUSG00000060771
ENSMUST00000128085.2	Lipt1-202	ENSMUSG00000037216
ENSMUST00000041621.5	Lipt1-201	ENSMUSG00000037216
ENSMUST00000142670.2	Lipt1-203	ENSMUSG00000037216
ENSMUST00000144440.2	Lipt1-204	ENSMUSG00000037216
ENSMUST00000139725.8	Mitd1-205	ENSMUSG00000026088
ENSMUST00000027257.10	Mitd1-201	ENSMUSG00000026088
ENSMUST00000027256.12	Mrpl30-201	ENSMUSG00000026087
ENSMUST00000193673.6	Mrpl30-205	ENSMUSG00000026087
ENSMUST00000160082.3	Mrpl30-202	ENSMUSG00000026087
ENSMUST00000194857.6	Mrpl30-206	ENSMUSG00000026087
ENSMUST00000195373.2	Mrpl30-207	ENSMUSG00000026087
ENSMUST00000078307.7	Lyg2-201	ENSMUSG00000061584
ENSMUST00000027254.10	Lyg1-201	ENSMUSG00000026085
ENSMUST00000114894.2	Lyg1-202	ENSMUSG00000026085
ENSMUST00000162031.8	Txndc9-201	ENSMUSG00000058407
ENSMUST00000193832.6	Txndc9-204	ENSMUSG00000058407
ENSMUST00000195247.6	Txndc9-208	ENSMUSG00000058407
ENSMUST00000192960.6	Txndc9-203	ENSMUSG00000058407
ENSMUST00000195032.6	Txndc9-207	ENSMUSG00000058407
ENSMUST00000192237.2	Txndc9-202	ENSMUSG00000058407
ENSMUST00000027252.8	Eif5b-201	ENSMUSG00000026083
ENSMUST00000027251.12	Rev1-201	ENSMUSG00000026082
ENSMUST00000194815.6	Rev1-210	ENSMUSG00000026082
ENSMUST00000193472.2	Rev1-206	ENSMUSG00000026082
ENSMUST00000192594.6	Rev1-202	ENSMUSG00000026082
ENSMUST00000193697.6	Rev1-207	ENSMUSG00000026082
ENSMUST00000195383.2	Rev1-211	ENSMUSG00000026082
ENSMUST00000095027.9	Aff3-203	ENSMUSG00000037138
ENSMUST00000238906.2	Aff3-206	ENSMUSG00000037138
ENSMUST00000039827.14	Aff3-202	ENSMUSG00000037138
ENSMUST00000134963.2	Aff3-204	ENSMUSG00000037138
ENSMUST00000147695.9	Lonrf2-202	ENSMUSG00000048814
ENSMUST00000039612.5	Lonrf2-201	ENSMUSG00000048814
ENSMUST00000027249.13	Chst10-201	ENSMUSG00000026080
ENSMUST00000193441.7	Chst10-205	ENSMUSG00000026080
ENSMUST00000192948.6	Chst10-203	ENSMUSG00000026080
ENSMUST00000194361.7	Chst10-206	ENSMUSG00000026080
ENSMUST00000194657.3	Chst10-207	ENSMUSG00000026080
ENSMUST00000193435.6	Chst10-204	ENSMUSG00000026080
ENSMUST00000088029.8	Nms-201	ENSMUSG00000067604
ENSMUST00000160214.2	Nms-202	ENSMUSG00000067604
ENSMUST00000027247.11	Pdcl3-201	ENSMUSG00000026078
ENSMUST00000193489.2	Pdcl3-203	ENSMUSG00000026078
ENSMUST00000194552.2	Pdcl3-204	ENSMUSG00000026078
ENSMUST00000173050.8	Npas2-203	ENSMUSG00000026077
ENSMUST00000056815.9	Npas2-201	ENSMUSG00000026077
ENSMUST00000086535.12	Rpl31-201	ENSMUSG00000073702
ENSMUST00000194746.6	Rpl31-205	ENSMUSG00000073702
ENSMUST00000178079.8	Rpl31-202	ENSMUSG00000073702
ENSMUST00000179954.8	Rpl31-203	ENSMUSG00000073702
ENSMUST00000195123.6	Rpl31-206	ENSMUSG00000073702
ENSMUST00000054462.11	Tbc1d8-201	ENSMUSG00000003134
ENSMUST00000192099.2	Tbc1d8-202	ENSMUSG00000003134
ENSMUST00000192531.6	Tbc1d8-203	ENSMUSG00000003134
ENSMUST00000193823.2	Tbc1d8-204	ENSMUSG00000003134
ENSMUST00000161515.8	Cnot11-203	ENSMUSG00000003135
ENSMUST00000003219.14	Cnot11-201	ENSMUSG00000003135
ENSMUST00000195567.2	Cnot11-204	ENSMUSG00000003135
ENSMUST00000062525.11	Rnf149-201	ENSMUSG00000048234
ENSMUST00000195136.2	Rnf149-203	ENSMUSG00000048234
ENSMUST00000195705.2	Rnf149-204	ENSMUSG00000048234
ENSMUST00000053355.6	Creg2-201	ENSMUSG00000050967
ENSMUST00000151913.3	Rfx8-202	ENSMUSG00000057173
ENSMUST00000171319.4	Gm3646-201	ENSMUSG00000091937
ENSMUST00000168431.7	Map4k4-202	ENSMUSG00000026074
ENSMUST00000163854.9	Map4k4-201	ENSMUSG00000026074
ENSMUST00000191761.6	Map4k4-204	ENSMUSG00000026074
ENSMUST00000193682.6	Map4k4-213	ENSMUSG00000026074
ENSMUST00000195860.6	Map4k4-218	ENSMUSG00000026074
ENSMUST00000195259.6	Map4k4-215	ENSMUSG00000026074
ENSMUST00000195636.6	Map4k4-217	ENSMUSG00000026074
ENSMUST00000192509.6	Map4k4-209	ENSMUSG00000026074
ENSMUST00000192355.6	Map4k4-208	ENSMUSG00000026074
ENSMUST00000191964.2	Map4k4-206	ENSMUSG00000026074
ENSMUST00000191865.2	Map4k4-205	ENSMUSG00000026074
ENSMUST00000191671.6	Il1r2-202	ENSMUSG00000026073
ENSMUST00000027243.13	Il1r2-201	ENSMUSG00000026073
ENSMUST00000195770.2	Il1r2-204	ENSMUSG00000026073
ENSMUST00000194913.2	Il1r2-203	ENSMUSG00000026073
ENSMUST00000027241.11	Il1r1-201	ENSMUSG00000026072
ENSMUST00000114795.3	Il1r1-202	ENSMUSG00000026072
ENSMUST00000095020.9	Il1rl2-201	ENSMUSG00000070942
ENSMUST00000194296.6	Il1rl2-204	ENSMUSG00000070942
ENSMUST00000193388.2	Il1rl2-203	ENSMUSG00000070942
ENSMUST00000174335.8	Il1rl1-205	ENSMUSG00000026069
ENSMUST00000173881.8	Il1rl1-204	ENSMUSG00000026069
ENSMUST00000097772.10	Il1rl1-202	ENSMUSG00000026069
ENSMUST00000173514.8	Il1rl1-203	ENSMUSG00000026069
ENSMUST00000053043.8	Il1rl1-201	ENSMUSG00000026069
ENSMUST00000167723.8	Il18r1-203	ENSMUSG00000026070
ENSMUST00000193391.6	Il18r1-204	ENSMUSG00000026070
ENSMUST00000193793.6	Il18r1-205	ENSMUSG00000026070
ENSMUST00000087983.8	Il18r1-201	ENSMUSG00000026070
ENSMUST00000195684.6	Il18r1-206	ENSMUSG00000026070
ENSMUST00000108044.4	Il18r1-202	ENSMUSG00000026070
ENSMUST00000027237.12	Il18rap-201	ENSMUSG00000026068
ENSMUST00000027233.9	Slc9a4-201	ENSMUSG00000026065
ENSMUST00000027231.13	Slc9a2-201	ENSMUSG00000026062
ENSMUST00000192345.2	Slc9a2-203	ENSMUSG00000026062
ENSMUST00000039672.6	Mfsd9-201	ENSMUSG00000041945
ENSMUST00000131390.8	Mfsd9-202	ENSMUSG00000041945
ENSMUST00000114765.4	Tmem182-201	ENSMUSG00000079588
ENSMUST00000239323.2	Pou3f3-202	ENSMUSG00000045515
ENSMUST00000054883.4	Pou3f3-201	ENSMUSG00000045515
ENSMUST00000057208.13	Mrps9-201	ENSMUSG00000060679
ENSMUST00000201108.4	Mrps9-206	ENSMUSG00000060679
ENSMUST00000179766.3	Gpr45-203	ENSMUSG00000041907
ENSMUST00000114761.2	Gpr45-201	ENSMUSG00000041907
ENSMUST00000095014.8	Tgfbrap1-201	ENSMUSG00000070939
ENSMUST00000186694.7	Tgfbrap1-202	ENSMUSG00000070939
ENSMUST00000188728.2	Tgfbrap1-206	ENSMUSG00000070939
ENSMUST00000190427.7	Tgfbrap1-208	ENSMUSG00000070939
ENSMUST00000189010.2	Tgfbrap1-207	ENSMUSG00000070939
ENSMUST00000010434.8	AI597479-201	ENSMUSG00000010290
ENSMUST00000008280.14	Fhl2-201	ENSMUSG00000008136
ENSMUST00000185893.2	Fhl2-202	ENSMUSG00000008136
ENSMUST00000187357.2	Fhl2-203	ENSMUSG00000008136
ENSMUST00000187435.7	Nck2-205	ENSMUSG00000066877
ENSMUST00000086421.9	Nck2-201	ENSMUSG00000066877
ENSMUST00000202540.2	Nck2-206	ENSMUSG00000066877
ENSMUST00000114744.3	Nck2-202	ENSMUSG00000066877
ENSMUST00000027217.9	Ecrg4-201	ENSMUSG00000026051
ENSMUST00000126008.8	Uxs1-202	ENSMUSG00000057363
ENSMUST00000076997.13	Uxs1-201	ENSMUSG00000057363
ENSMUST00000139451.8	Uxs1-207	ENSMUSG00000057363
ENSMUST00000153317.6	Uxs1-208	ENSMUSG00000057363
ENSMUST00000136704.2	Uxs1-206	ENSMUSG00000057363
ENSMUST00000128261.2	Uxs1-203	ENSMUSG00000057363
ENSMUST00000087933.10	Tpp2-201	ENSMUSG00000041763
ENSMUST00000188313.7	Tpp2-207	ENSMUSG00000041763
ENSMUST00000188302.7	Tpp2-206	ENSMUSG00000041763
ENSMUST00000189388.7	Tpp2-208	ENSMUSG00000041763
ENSMUST00000186441.2	Tpp2-204	ENSMUSG00000041763
ENSMUST00000190207.2	Tpp2-209	ENSMUSG00000041763
ENSMUST00000061421.4	Mettl21c-201	ENSMUSG00000047343
ENSMUST00000238662.2	Gm8251-202	ENSMUSG00000091844
ENSMUST00000168641.2	Gm8251-201	ENSMUSG00000091844
ENSMUST00000027215.12	Tex30-201	ENSMUSG00000026049
ENSMUST00000156392.8	Tex30-213	ENSMUSG00000026049
ENSMUST00000128190.8	Tex30-204	ENSMUSG00000026049
ENSMUST00000147571.8	Tex30-208	ENSMUSG00000026049
ENSMUST00000133677.8	Tex30-206	ENSMUSG00000026049
ENSMUST00000150911.8	Tex30-211	ENSMUSG00000026049
ENSMUST00000152239.8	Tex30-212	ENSMUSG00000026049
ENSMUST00000129702.2	Tex30-205	ENSMUSG00000026049
ENSMUST00000147661.8	Tex30-209	ENSMUSG00000026049
ENSMUST00000127923.8	Tex30-203	ENSMUSG00000026049
ENSMUST00000143327.2	Tex30-207	ENSMUSG00000026049
ENSMUST00000149502.8	Tex30-210	ENSMUSG00000026049
ENSMUST00000125540.2	Tex30-202	ENSMUSG00000026049
ENSMUST00000065767.9	Poglut2-202	ENSMUSG00000026047
ENSMUST00000027213.14	Poglut2-201	ENSMUSG00000026047
ENSMUST00000152643.2	Poglut2-205	ENSMUSG00000026047
ENSMUST00000155917.8	Bivm-205	ENSMUSG00000041684
ENSMUST00000035991.8	Bivm-201	ENSMUSG00000041684
ENSMUST00000114709.3	Bivm-202	ENSMUSG00000041684
ENSMUST00000129068.2	Bivm-203	ENSMUSG00000041684
ENSMUST00000027214.4	Ercc5-201	ENSMUSG00000026048
ENSMUST00000054801.4	Mettl21e-201	ENSMUSG00000046828
ENSMUST00000074525.10	Gulp1-201	ENSMUSG00000056870
ENSMUST00000160854.8	Gulp1-203	ENSMUSG00000056870
ENSMUST00000159555.8	Gulp1-202	ENSMUSG00000056870
ENSMUST00000161066.8	Gulp1-204	ENSMUSG00000056870
ENSMUST00000162600.2	Gulp1-206	ENSMUSG00000056870
ENSMUST00000087883.13	Col3a1-201	ENSMUSG00000026043
ENSMUST00000185687.2	Col3a1-204	ENSMUSG00000026043
ENSMUST00000186021.2	Col3a1-205	ENSMUSG00000026043
ENSMUST00000086430.5	Col5a2-201	ENSMUSG00000026042
ENSMUST00000027139.15	Wdr75-201	ENSMUSG00000025995
ENSMUST00000147308.2	Wdr75-206	ENSMUSG00000025995
ENSMUST00000186651.2	Wdr75-209	ENSMUSG00000025995
ENSMUST00000027137.11	Slc40a1-201	ENSMUSG00000025993
ENSMUST00000186804.2	Slc40a1-203	ENSMUSG00000025993
ENSMUST00000187406.7	Slc40a1-205	ENSMUSG00000025993
ENSMUST00000187420.7	Slc40a1-206	ENSMUSG00000025993
ENSMUST00000069293.10	Dnah7b-201	ENSMUSG00000041144
ENSMUST00000238212.2	Dnah7b-207	ENSMUSG00000041144
ENSMUST00000185879.2	Dnah7b-203	ENSMUSG00000041144
ENSMUST00000189749.7	Dnah7c-204	ENSMUSG00000101337
ENSMUST00000178395.2	Dnah7c-201	ENSMUSG00000101337
ENSMUST00000027131.6	Slc39a10-201	ENSMUSG00000025986
ENSMUST00000186852.2	Slc39a10-204	ENSMUSG00000025986
ENSMUST00000185520.2	Slc39a10-203	ENSMUSG00000025986
ENSMUST00000114565.8	Tmeff2-202	ENSMUSG00000026109
ENSMUST00000081851.4	Tmeff2-201	ENSMUSG00000026109
ENSMUST00000051572.8	Cavin2-201	ENSMUSG00000045954
ENSMUST00000189542.7	Nabp1-209	ENSMUSG00000026107
ENSMUST00000186003.7	Nabp1-204	ENSMUSG00000026107
ENSMUST00000190103.7	Nabp1-210	ENSMUSG00000026107
ENSMUST00000027279.12	Nabp1-201	ENSMUSG00000026107
ENSMUST00000186684.7	Nabp1-205	ENSMUSG00000026107
ENSMUST00000188204.7	Nabp1-207	ENSMUSG00000026107
ENSMUST00000188051.7	Nabp1-206	ENSMUSG00000026107
ENSMUST00000185534.2	Nabp1-202	ENSMUSG00000026107
ENSMUST00000046390.14	Myo1b-202	ENSMUSG00000018417
ENSMUST00000114537.9	Myo1b-203	ENSMUSG00000018417
ENSMUST00000114541.8	Myo1b-204	ENSMUSG00000018417
ENSMUST00000018561.14	Myo1b-201	ENSMUSG00000018417
ENSMUST00000144694.2	Myo1b-213	ENSMUSG00000018417
ENSMUST00000168302.8	Stat4-202	ENSMUSG00000062939
ENSMUST00000027277.7	Stat4-201	ENSMUSG00000062939
ENSMUST00000186574.7	Stat1-205	ENSMUSG00000026104
ENSMUST00000070968.14	Stat1-201	ENSMUSG00000026104
ENSMUST00000191435.7	Stat1-212	ENSMUSG00000026104
ENSMUST00000186857.7	Stat1-206	ENSMUSG00000026104
ENSMUST00000188681.7	Stat1-207	ENSMUSG00000026104
ENSMUST00000189347.7	Stat1-211	ENSMUSG00000026104
ENSMUST00000186057.7	Stat1-203	ENSMUSG00000026104
ENSMUST00000189244.7	Stat1-209	ENSMUSG00000026104
ENSMUST00000189336.2	Stat1-210	ENSMUSG00000026104
ENSMUST00000114513.9	Gls-204	ENSMUSG00000026103
ENSMUST00000114512.8	Gls-203	ENSMUSG00000026103
ENSMUST00000156887.8	Gls-217	ENSMUSG00000026103
ENSMUST00000114510.8	Gls-202	ENSMUSG00000026103
ENSMUST00000155587.8	Gls-216	ENSMUSG00000026103
ENSMUST00000129107.2	Gls-207	ENSMUSG00000026103
ENSMUST00000186764.7	Nab1-205	ENSMUSG00000002881
ENSMUST00000069792.14	Nab1-201	ENSMUSG00000002881
ENSMUST00000170269.2	Nab1-204	ENSMUSG00000002881
ENSMUST00000165859.8	Nemp2-201	ENSMUSG00000043015
ENSMUST00000188507.7	Nemp2-205	ENSMUSG00000043015
ENSMUST00000185483.7	Nemp2-202	ENSMUSG00000043015
ENSMUST00000185790.7	Nemp2-203	ENSMUSG00000043015
ENSMUST00000156876.8	Mfsd6-205	ENSMUSG00000041439
ENSMUST00000147758.8	Mfsd6-203	ENSMUSG00000041439
ENSMUST00000087701.4	Mfsd6-201	ENSMUSG00000041439
ENSMUST00000027271.9	Inpp1-201	ENSMUSG00000026102
ENSMUST00000177279.8	Inpp1-206	ENSMUSG00000026102
ENSMUST00000162576.8	Inpp1-205	ENSMUSG00000026102
ENSMUST00000159725.2	Inpp1-203	ENSMUSG00000026102
ENSMUST00000159352.8	Hibch-202	ENSMUSG00000041426
ENSMUST00000044478.7	Hibch-201	ENSMUSG00000041426
ENSMUST00000050567.11	1700019D03Rik-201	ENSMUSG00000043629
ENSMUST00000114492.8	1700019D03Rik-202	ENSMUSG00000043629
ENSMUST00000114493.2	1700019D03Rik-203	ENSMUSG00000043629
ENSMUST00000191441.2	1700019D03Rik-207	ENSMUSG00000043629
ENSMUST00000190831.7	1700019D03Rik-206	ENSMUSG00000043629
ENSMUST00000186266.2	1700019D03Rik-204	ENSMUSG00000043629
ENSMUST00000190726.2	1700019D03Rik-205	ENSMUSG00000043629
ENSMUST00000027269.7	Mstn-201	ENSMUSG00000026100
ENSMUST00000191197.2	Mstn-202	ENSMUSG00000026100
ENSMUST00000072235.10	1700019A02Rik-201	ENSMUSG00000060715
ENSMUST00000190748.2	1700019A02Rik-202	ENSMUSG00000060715
ENSMUST00000027267.14	Pms1-201	ENSMUSG00000026098
ENSMUST00000135246.8	Pms1-206	ENSMUSG00000026098
ENSMUST00000128337.8	Pms1-204	ENSMUSG00000026098
ENSMUST00000133358.2	Pms1-205	ENSMUSG00000026098
ENSMUST00000126590.2	Pms1-203	ENSMUSG00000026098
ENSMUST00000126412.2	Pms1-202	ENSMUSG00000026098
ENSMUST00000027266.4	Ormdl1-201	ENSMUSG00000026097
ENSMUST00000190734.2	Gm28778-201	ENSMUSG00000100679
ENSMUST00000027265.10	Osgepl1-201	ENSMUSG00000026096
ENSMUST00000151296.8	Osgepl1-206	ENSMUSG00000026096
ENSMUST00000114484.8	Osgepl1-202	ENSMUSG00000026096
ENSMUST00000135614.8	Osgepl1-203	ENSMUSG00000026096
ENSMUST00000144660.3	Gm28551-201	ENSMUSG00000099913
ENSMUST00000027264.10	Asnsd1-201	ENSMUSG00000026095
ENSMUST00000123519.9	Asnsd1-202	ENSMUSG00000026095
ENSMUST00000147021.9	Asnsd1-204	ENSMUSG00000026095
ENSMUST00000154402.3	Asnsd1-205	ENSMUSG00000026095
ENSMUST00000236737.2	Gm50478-201	ENSMUSG00000117809
ENSMUST00000094964.7	Dnah7a-201	ENSMUSG00000096141
ENSMUST00000027263.14	Stk17b-201	ENSMUSG00000026094
ENSMUST00000185920.2	Stk17b-202	ENSMUSG00000026094
ENSMUST00000120904.8	Hecw2-203	ENSMUSG00000042807
ENSMUST00000087659.11	Hecw2-201	ENSMUSG00000042807
ENSMUST00000097741.3	Hecw2-202	ENSMUSG00000042807
ENSMUST00000027128.11	Ccdc150-201	ENSMUSG00000025983
ENSMUST00000160472.8	Ccdc150-203	ENSMUSG00000025983
ENSMUST00000163072.8	Ccdc150-205	ENSMUSG00000025983
ENSMUST00000041638.8	Gtf3c3-201	ENSMUSG00000041303
ENSMUST00000210156.2	Gm34066-201	ENSMUSG00000109809
ENSMUST00000097739.5	Pgap1-201	ENSMUSG00000073678
ENSMUST00000179030.8	Ankrd44-210	ENSMUSG00000052331
ENSMUST00000044359.16	Ankrd44-201	ENSMUSG00000052331
ENSMUST00000178156.8	Ankrd44-205	ENSMUSG00000052331
ENSMUST00000178226.3	Ankrd44-206	ENSMUSG00000052331
ENSMUST00000177679.2	Ankrd44-202	ENSMUSG00000052331
ENSMUST00000027127.14	Sf3b1-201	ENSMUSG00000025982
ENSMUST00000191303.2	Sf3b1-208	ENSMUSG00000025982
ENSMUST00000087617.11	Coq10b-202	ENSMUSG00000025981
ENSMUST00000027125.7	Coq10b-201	ENSMUSG00000025981
ENSMUST00000027123.15	Hspd1-201	ENSMUSG00000025980
ENSMUST00000127861.8	Hspd1-202	ENSMUSG00000025980
ENSMUST00000144077.3	Hspd1-203	ENSMUSG00000025980
ENSMUST00000075242.7	Hspe1-201	ENSMUSG00000073676
ENSMUST00000159311.8	Mob4-202	ENSMUSG00000025979
ENSMUST00000162364.8	Mob4-205	ENSMUSG00000025979
ENSMUST00000027122.14	Mob4-201	ENSMUSG00000025979
ENSMUST00000161122.2	Mob4-204	ENSMUSG00000025979
ENSMUST00000162553.2	Mob4-206	ENSMUSG00000025979
ENSMUST00000027121.15	Rftn2-201	ENSMUSG00000025978
ENSMUST00000132055.8	Rftn2-203	ENSMUSG00000025978
ENSMUST00000114428.3	Rftn2-202	ENSMUSG00000025978
ENSMUST00000061334.10	Mars2-201	ENSMUSG00000046994
ENSMUST00000161810.2	Boll-205	ENSMUSG00000025977
ENSMUST00000173983.8	Boll-206	ENSMUSG00000025977
ENSMUST00000114423.7	Boll-202	ENSMUSG00000025977
ENSMUST00000087585.10	Boll-201	ENSMUSG00000025977
ENSMUST00000159564.9	Boll-204	ENSMUSG00000025977
ENSMUST00000159398.2	Boll-203	ENSMUSG00000025977
ENSMUST00000042986.10	Plcl1-201	ENSMUSG00000038349
ENSMUST00000062085.6	Hsfy2-201	ENSMUSG00000045336
ENSMUST00000042857.14	Satb2-201	ENSMUSG00000038331
ENSMUST00000114415.10	Satb2-202	ENSMUSG00000038331
ENSMUST00000177424.2	Satb2-205	ENSMUSG00000038331
ENSMUST00000176759.2	Satb2-203	ENSMUSG00000038331
ENSMUST00000177282.2	Satb2-204	ENSMUSG00000038331
ENSMUST00000042734.3	1700066M21Rik-201	ENSMUSG00000038323
ENSMUST00000162686.8	Tyw5-209	ENSMUSG00000048495
ENSMUST00000079998.13	Tyw5-201	ENSMUSG00000048495
ENSMUST00000160837.8	Tyw5-204	ENSMUSG00000048495
ENSMUST00000160118.5	Tyw5-203	ENSMUSG00000048495
ENSMUST00000027114.6	Maip1-201	ENSMUSG00000025971
ENSMUST00000172287.8	Spats2l-215	ENSMUSG00000038305
ENSMUST00000172068.8	Spats2l-214	ENSMUSG00000038305
ENSMUST00000163239.8	Spats2l-201	ENSMUSG00000038305
ENSMUST00000167971.8	Spats2l-207	ENSMUSG00000038305
ENSMUST00000170139.8	Spats2l-212	ENSMUSG00000038305
ENSMUST00000171699.8	Spats2l-213	ENSMUSG00000038305
ENSMUST00000164302.8	Spats2l-203	ENSMUSG00000038305
ENSMUST00000167085.8	Spats2l-206	ENSMUSG00000038305
ENSMUST00000169772.3	Spats2l-211	ENSMUSG00000038305
ENSMUST00000164963.8	Kctd18-210	ENSMUSG00000054770
ENSMUST00000114410.10	Kctd18-202	ENSMUSG00000054770
ENSMUST00000161608.8	Kctd18-206	ENSMUSG00000054770
ENSMUST00000163061.8	Kctd18-209	ENSMUSG00000054770
ENSMUST00000159826.2	Kctd18-203	ENSMUSG00000054770
ENSMUST00000027202.9	Sgo2a-201	ENSMUSG00000026039
ENSMUST00000001027.7	Aox1-201	ENSMUSG00000063558
ENSMUST00000040999.14	Aox3-201	ENSMUSG00000064294
ENSMUST00000162011.3	Aox3-205	ENSMUSG00000064294
ENSMUST00000040442.6	Aox4-201	ENSMUSG00000038242
ENSMUST00000114366.3	Aox2-201	ENSMUSG00000079554
ENSMUST00000050552.15	Bzw1-201	ENSMUSG00000051223
ENSMUST00000188898.7	Bzw1-204	ENSMUSG00000051223
ENSMUST00000188630.7	Bzw1-203	ENSMUSG00000051223
ENSMUST00000186949.2	Bzw1-202	ENSMUSG00000051223
ENSMUST00000034868.14	Clk1-201	ENSMUSG00000026034
ENSMUST00000148330.8	Clk1-210	ENSMUSG00000026034
ENSMUST00000151338.8	Clk1-211	ENSMUSG00000026034
ENSMUST00000117069.8	Ppil3-204	ENSMUSG00000026035
ENSMUST00000114348.8	Ppil3-203	ENSMUSG00000026035
ENSMUST00000081677.12	Ppil3-201	ENSMUSG00000026035
ENSMUST00000114345.9	Ppil3-202	ENSMUSG00000026035
ENSMUST00000190048.7	Ppil3-209	ENSMUSG00000026035
ENSMUST00000185990.2	Ppil3-206	ENSMUSG00000026035
ENSMUST00000087521.13	Nif3l1-201	ENSMUSG00000026036
ENSMUST00000114337.8	Nif3l1-202	ENSMUSG00000026036
ENSMUST00000129759.2	Nif3l1-203	ENSMUSG00000026036
ENSMUST00000151272.2	Nif3l1-205	ENSMUSG00000026036
ENSMUST00000171597.2	Nif3l1-206	ENSMUSG00000026036
ENSMUST00000027198.12	Orc2-201	ENSMUSG00000026037
ENSMUST00000114325.8	Orc2-202	ENSMUSG00000026037
ENSMUST00000190695.2	Orc2-204	ENSMUSG00000026037
ENSMUST00000191206.2	Orc2-205	ENSMUSG00000026037
